1,0.396725342811,0.396725342811,0.396725342811,0.396725342811,0.396725342811,0.396725342811,0.396725342811,0.396725342811,0.396725342811,0.396725342811
6,0.546462138374,0.804832856049,0.271194269343,0.43889682318,0.804832856049,0.195167143951,0.195167143951,0.256008856723,0.258066678463,0.445395913802
11,0.384515922628,0.214749144393,0.342044068179,0.802340763473,0.662584587115,0.177839128171,0.244663684502,0.601119191761,0.387605284644,0.129416483484
16,0.866622871208,0.504801340224,0.374883300682,0.698840217077,0.597920513157,0.498268525368,0.478077986173,0.706150085296,0.651523704717,0.677356206337
21,0.812886976293,0.61480846161,0.104928725811,0.447699027296,0.424066259698,0.566410424518,0.401678564382,0.726492864443,0.740189421408,0.101864844857
26,0.725943485814,0.752441463851,0.734921655548,0.754017610661,0.800154105456,0.709857689606,0.713828392143,0.827602410965,0.709660296935,0.629242600702
31,0.711126033751,0.907169393487,0.636784003616,0.702908460466,0.746207160651,0.729215365651,0.814773133143,0.762342956435,0.703915318758,0.556684188061
36,0.651659854974,0.786510412527,0.777984623775,0.624664044694,0.884240444299,0.671005506549,0.794584179966,0.582931632487,0.896532112023,0.926297385407
41,0.887950696667,0.501545914339,0.847764587574,0.756218656603,0.746331257453,0.695596122175,0.740581389693,0.849682735576,0.612038067385,0.373375753326
46,0.912686921694,0.851352332734,0.812817971269,0.836489489338,0.769310003623,0.873767274749,0.626049479201,0.923465523556,0.697956811349,0.934641793068
51,0.777301841348,0.805545710875,0.709739678348,0.897460305479,0.778702703297,0.841567943078,0.590646675518,0.871014143491,0.815630253421,0.754515111437
56,0.780488333471,0.61566883646,0.847875094859,0.623894499677,0.768184852117,0.710230389372,0.684825680585,0.938615055578,0.809560980788,0.709217941478
61,0.902844299689,0.939747469307,0.273018441328,0.849514544998,0.908810382603,0.779983471237,0.891687358903,0.834902924433,0.869771281484,0.89908024366
66,0.699477601414,0.856695120685,0.958534229953,0.787403254942,0.939310265203,0.918542536992,0.866039710863,0.932577176325,0.725210122685,0.81642341377
71,0.768603408011,0.905356490982,0.860403567183,0.378629501051,0.822438268002,0.76579527715,0.88665009853,0.845901922139,0.737782972592,0.923194394157
76,0.872569515157,0.916226471395,0.904993931507,0.913428781927,0.83988133006,0.837290198148,0.879404692163,0.839817747055,0.912147193404,0.860516239516
81,0.920194994636,0.896939827614,0.902183526179,0.878008276028,0.958772622519,0.917472141504,0.913243740016,0.850578328476,0.924219411193,0.854693919961
86,0.892416085856,0.899689131186,0.856271855471,0.811565276352,0.899570955568,0.782362157146,0.909695436505,0.833197270232,0.788770803372,0.872997226201
91,0.831645169107,0.93967529932,0.858018218647,0.893897213241,0.906371214072,0.930586976461,0.739954235074,0.850854869916,0.953557232022,0.88539849575
96,0.89845416555,0.770717603913,0.851309925099,0.918910360637,0.962563498113,0.852966369226,0.915548678758,0.903244661678,0.84351599585,0.898153848184
